prolific_id,startdate_wave1,enddate_wave1,duration_wave1,consent_given_wave1,worry_wave1,chosen_emotion_wave1,anger_wave1,disgust_wave1,fear_wave1,anxiety_wave1,sadness_wave1,happiness_wave1,relaxation_wave1,desire_wave1,text_long_wave1,timing_textlong_firstclick_wave1,timing_textlong_lastclick_wave1,timing_textlong_submit_wave1,timing_textlong_nclicks_wave1,text_short_wave1,timing_textshort_firstclick_wave1,timing_textshort_lastclick_wave1,timing_textshort_submit_wave1,timing_textshort_nclicks_wave1,self_rating_general_wave1,self_rating_short_wave1,self_rating_long_wave1,twitter_general_often_wave1,twitter_tweet_often_wave1,twitter_participate_often_wave1,eng_native_wave1,ntok_long_wave1,nchar_long_wave1,ntok_short_wave1,nchar_short_wave1,cld_lang_long_wave1,cld_lang_short_wave1,id_wave1,n_punct_wave1,prop_punct_wave1,session_id_wave1,status_wave1,started_datetime_wave1,completed_date_time_wave1,time_taken_wave1,age_wave1,num_approvals_wave1,num_rejections_wave1,prolific_score_wave1,reviewed_at_datetime_wave1,entered_code_wave1,Country of Birth_wave1,Current Country of Residence_wave1,Employment Status_wave1,First Language_wave1,Nationality_wave1,Sex_wave1,Student Status_wave1,wave_wave1,startdate_wave2,enddate_wave2,duration_wave2,consent_given_wave2,worry_wave2,chosen_emotion_wave2,anger_wave2,disgust_wave2,fear_wave2,anxiety_wave2,sadness_wave2,happiness_wave2,relaxation_wave2,desire_wave2,text_long_wave2,timing_textlong_firstclick_wave2,timing_textlong_lastclick_wave2,timing_textlong_submit_wave2,timing_textlong_nclicks_wave2,text_short_wave2,timing_textshort_firstclick_wave2,timing_textshort_lastclick_wave2,timing_textshort_submit_wave2,timing_textshort_nclicks_wave2,self_rating_general_wave2,self_rating_short_wave2,self_rating_long_wave2,twitter_general_often_wave2,twitter_tweet_often_wave2,twitter_participate_often_wave2,eng_native_wave2,ntok_long_wave2,nchar_long_wave2,ntok_short_wave2,nchar_short_wave2,cld_lang_long_wave2,cld_lang_short_wave2,id_wave2,n_punct_wave2,prop_punct_wave2,session_id_wave2,status_wave2,started_datetime_wave2,completed_date_time_wave2,time_taken_wave2,age_wave2,num_approvals_wave2,num_rejections_wave2,prolific_score_wave2,reviewed_at_datetime_wave2,entered_code_wave2,Country of Birth_wave2,Current Country of Residence_wave2,Employment Status_wave2,First Language_wave2,Nationality_wave2,Sex_wave2,Student Status_wave2,wave_wave2,anger_delta,anxiety_delta,desire_delta,disgust_delta,fear_delta,happiness_delta,relaxation_delta,sadness_delta,worry_delta,cluster,cluster_name,joint_id
anonymised_991,2020-04-06 10:01:51,2020-04-06 10:06:03,251,Yes,5,Anxiety,1,1,6,6,4,6,4,1,"At the moment I feel a bit fed up of it, I'm sad I can't make plans at the moment and I miss having a social life. I feel anxious for my friends and family but I also feel safe and a little more relaxed than usual to be temporarily in isolation. I feel hopeful that the situation will improve in the coming weeks. I feel anxious on a daily basis, at this moment I feel a little less anxious than usual but nonetheless anxious and I feel fear most days, including today. Even when at home right now I feel fear due to the constant headline updates.",4.905,92.205,93.414,5,"Hoping this nightmare is over soon, I miss my friends and family, I miss having a social life, and I hate feeling anxiety every waking hour.",5.69,12.979,31.658,6,9,9,9,8,7,5,Yes,116,547,30,140,en,en,309,10,0.02,5e8b526eb1678a01cf8bb3b5,APPROVED,2020-04-06 16:01:50.409000,2020-04-06 16:06:05.459000,255.05,23,159,1,100,2020-04-07 09:45:26.737000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No,wave1,2021-03-05 13:00:14,2021-03-05 13:07:12,418,Yes,2,Sadness,1,1,1,3,2,6,7,1,"I feel hope in terms of the corona situation. I still feel slight anxiety and slight fear but mostly sadness for the loss the situation has caused; loss of lives, memories and time - things that can never be brought back. I feel more powerful towards the situation having had the first dose of the vaccine, I feel the situation is under control (not completely but somewhat). It definitely spikes some anxiety in me in this moment but not large amounts, more sadness than anxiety and frustration. It makes me feel some fear for the future.",2.321,2.321,149.799,1,"I feel hope for the future, it's still scary and it's still overwhelming, but there is a chance for normality and where there is a chance there is hope.",14.759,50.273,53.246,4,9,9,9,9,7,6,Yes,107,539,32,152,en,en,58,12,0.02,60428dccd1427318797dfe52,APPROVED,2021-03-05 20:00:12.321000,2021-03-05 20:07:14.049000,421.728,24,408,3,99,2021-03-12 12:48:52.294000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,Yes,wave2,0,-3,0,0,-5,0,3,-2,-3,2,wellcoping,991
anonymised_992,2020-04-06 12:00:33,2020-04-06 12:07:10,396,Yes,6,Anxiety,4,3,6,7,6,3,3,3,I am young and healthy so not too worried about myself just other more vulnerable people. Although reports of young people dying are becoming more common which is a concern. I feel I might get it since I work in a small supermarket where lots of people come in and out everyday. we are cleaning more and limiting the number of people but coronavirus is known to be more infectious than flu and many people are expected to get the illness. I feel quite anxious about the global situation and find it very sad that thousands of people are dying. ,2.975,148.748,210.063,19,Can't remember what life was like before this lol,0.683,72.957,75.333,6,5,5,5,8,4,5,Yes,105,544,9,49,en,en,1077,5,0.01,5e8b6e3bcdbde20405e89955,APPROVED,2020-04-06 18:00:27.116000,2020-04-06 18:07:12.341000,405.225,22,190,2,100,2020-04-07 09:59:34.149000,45CBCD80,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,Yes,wave1,2021-03-05 14:51:10,2021-03-05 14:57:36,386,Yes,7,Anxiety,5,4,6,6,5,5,3,3,Quite anxious about returning back to work as a teacher. Hard to social distance in school and in contact with hundreds of students everyday. Disappointed with how the government have handled lockdown and the pandemic. I am also so used to life as it is now that I don’t know how easily it will be to adjust and go back to normal life when restrictions are lifted. I feel sad about the situation but also anxious about the future. I have not yet found a permanent teaching role due to less jobs being advertised possibly due to the covid-19 pandemic,4.145,131.856,189.007,16,I can’t remember life before covid,7.814,8.932,25.25,2,7,5,5,5,2,2,Yes,105,549,6,34,en,en,483,7,0.01,6042a7cb20172d1dffbc20c9,APPROVED,2021-03-05 21:51:07.771000,2021-03-05 21:57:39.026000,391.255,23,245,2,99,2021-03-12 13:14:56.386000,45CBCD80,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,Yes,wave2,1,-1,0,1,0,2,0,-1,1,1,resignation,992
anonymised_993,2020-04-06 10:59:49,2020-04-06 11:04:46,296,Yes,7,Anxiety,5,4,6,7,7,6,5,4,"Currently, I feel anxious that the situation in the UK will not improve due to people flouting the lockdown rules. However, this period has been, so far, a time of rejuvenation and therefore there have been happy moments at home. I have also seen the emergence of a greater community spirit in my area. There is also a great sadness for the lives that have been already lost, especially health workers who are putting their lives on the line to help others survive. I hope that people, especially the government, will recognise this after the corona virus.",0.714,154.826,157.121,4,"Currently feeling anxious about the future of the crisis, but embracing every day and appreciating who and what surrounds me. ",0.837,0.837,42.067,1,7,4,8,9,9,9,Yes,109,556,22,126,en,en,773,12,0.02,5e8b60018c7a46022cdf43f7,APPROVED,2020-04-06 16:59:48.566000,2020-04-06 17:04:49.351000,300.785,19,39,1,100,2020-04-07 09:53:51.996000,45CBCD80,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,Yes,wave1,2021-03-27 07:09:11,2021-03-27 07:13:13,241,Yes,6,Anxiety,7,4,6,8,4,6,6,7,"Currently, as a student I feel happy I was able to return to my university accommodation this term, as being at home would garner greater sadness. However, I have nearly finished my first year which has been almost all online, and the student experience has been thoroughly diminished. I was fortunate enough to have a wonderful flat however. I have anxiety about the future of the situation, whether life will return to normal and whether any part of my degree will bear some semblance of normality. I also worry for my parents, although less so now they have had their first dose of the vaccine. ",1.844,124.675,126.964,4,Hoping I will be able to have a normal university experience at some point #studentshavebeenneglected #mentalhealthmatters,1.067,1.067,33.115,1,8,7,8,9,7,7,Yes,116,598,16,122,en,en,1743,11,0.02,605f2e759084a697865714db,APPROVED,2021-03-27 13:09:09.251000,2021-03-27 13:13:16.700000,247.449,20,155,4,95,2021-03-30 18:43:01.994000,45CBCD80,United Kingdom,United Kingdom,Other,English,United Kingdom,Female,Yes,wave2,2,1,3,0,0,0,1,-3,-1,1,resignation,993
anonymised_994,2020-04-06 14:02:54,2020-04-06 14:07:49,295,Yes,8,Anxiety,7,3,7,8,6,3,2,6,"I’m very anxious about the situation. Boris has just been sent into intenseive care which has worried me more. I hate not having a normal life. I hate being stuck at home not being able to do my
Job, or go into a coffee shop just because I wanted to. I miss seeing friends and family when I want. It’s all very frustrating. I’m lucky I have a girlfriend and cat I live with, as they are good company. But everything is a lot more intense than they usually would be. I hope things go back to normal sooner rather than later. ",2.348,125.674,166.689,11,Very anxious. Very worried. Hope things get better soon ,2.829,6.915,19.521,4,7,8,9,9,2,4,Yes,113,524,11,56,en,af,2367,14,0.03,5e8b8ae8bf33f8068c97770f,APPROVED,2020-04-06 20:02:52.028000,2020-04-06 20:07:53.026000,300.998,31,111,2,99,2020-04-07 10:23:02.411000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Male,No,wave1,2021-03-05 15:07:34,2021-03-05 15:15:09,455,Yes,6,Sadness,2,6,6,7,8,3,4,3,I’m really fed up with lockdown and people not adhering to the rules. I haven’t been able to work and am on furlough and every day is just the same boring day. I miss social interaction with people and even my alone time when I am travelling to and from work. Everything just blurs into one and it’s hard to get up and do the things you want to do  There’s nothing to look forward to because people are selfish and just can’t help themselves. I just can’t wait for this all to be over and get vaccinated so we can get out of lockdown and back to normal lives. ,0.799,258.186,263.215,31,Fed up with corona virus. Can’t wait to get the vaccine and return to normal #onwardsandupwards,4.457,7.802,44.555,2,8,7,8,9,3,6,Yes,115,560,17,95,en,en,582,11,0.02,6042ab9b3f33211e4bd36577,APPROVED,2021-03-05 22:07:29.825000,2021-03-05 22:15:13.224000,463.399,32,350,2,100,2021-03-12 13:20:16.181000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Male,No,wave2,-5,-1,-3,3,-1,0,2,2,-2,1,resignation,994
anonymised_995,2020-04-06 12:23:10,2020-04-06 12:34:08,658,Yes,5,Disgust,5,6,5,5,5,5,5,5,"It has become stressful for most because the country was not prepared enough to tackle this and the most vulnerable are paying the price because of it. The working class are having to sacrifice and face the brunt of it the most. The lack of equipment and preparation show that the wrong people are running this country and the system has been designed to benefit those at the top the most. Businesses have been exposed for showing their greed in such situation, using coronavirus as a marketing strategy to draw in more profit and also the selfishness and non relateable aspects of celebrities are more prominent than ever.
",5.244,390.201,392.536,23,Anger to those who are taking advantage of it,6.245,22.517,24.35,3,5,5,5,5,5,5,Yes,113,624,9,45,en,en,1478,5,0.01,5e8b738cefb6bd04460f80cd,APPROVED,2020-04-06 18:23:08.515000,2020-04-06 18:34:10.737000,662.222,22,190,6,97,2020-04-07 10:05:35.672000,45CBCD80,United Kingdom,United Kingdom,Unemployed (and job seeking),English,United Kingdom,Male,No,wave1,2021-03-05 15:03:49,2021-03-05 15:31:37,1667,Yes,9,Disgust,9,9,5,5,4,2,1,1,"Very disgusted and furious at the way it has been handled, the rules put in place have made covid less manageable and have caused bigger problems to crises we were dealing with before covid became an issue. Other health cases have had their priorities reduced and increasing with more cases and resources needed to treat them. I don't believe we will be back to normal by June, i believe they have given us that date to silence people. i have nothing else to say...........................................................................................
",17.575,1285.223,1291.967,14,"anger, disgust, frustration",5.877,5.877,33.393,1,5,1,5,2,1,1,Yes,180,554,5,27,en,en,635,97,0.18,6042aaa0c062b31e91de9660,APPROVED,2021-03-05 22:03:48.498000,2021-03-05 22:31:39.341000,1670.843,23,275,6,96,2021-03-12 13:19:20.164000,45CBCD80,United Kingdom,United Kingdom,Unemployed (and job seeking),English,United Kingdom,Male,No,wave2,4,0,-4,3,0,-3,-4,-1,4,1,resignation,995
anonymised_996,2020-04-06 13:55:59,2020-04-06 14:04:19,500,Yes,8,Anxiety,3,1,5,9,3,1,4,2,"At this moment in time, my feelings are anxiousness not only for my own and my family personal health situation but also the public at large. Also at my age, I am anxious about where this leaves me regarding pensions once the fall out from all this occurs, IE level of pension investments and will they be enough to retire on?
The stupidity of people is also a worry in not abiding by the very simple guidelines, and I find it disconcerting that even so called experts in the media seem unable to comprehend a simple message, without resorting to melodrama.",5.574,237.484,246.428,10,Do the right thing and STAY AT HOME! SIMPLE!!,8.545,8.545,77.77,1,8,8,8,9,4,7,Yes,109,557,12,45,en,en,2346,8,0.01,5e8b894cdaff2106dc3ac98e,APPROVED,2020-04-06 19:55:56.537000,2020-04-06 20:04:21.923000,505.386,57,23,0,100,2020-04-07 10:22:10.071000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Male,No,wave1,2021-03-06 09:14:13,2021-03-06 09:23:20,547,Yes,2,Sadness,4,4,1,1,7,4,5,6,"I feel frustrated with the length of time we have all waited for the restrictions to lift.
I also feel frustrated with the whole situation, between the government messages, the media messages and peoples feelings in general, it has made me sad and frustrated in equal measures.
I would have expected a more optimistic response following the vaccinations, but again frustrated by the messages being sent out.  We have constantly had positive messages about the uptake of the vaccinations, but a rather negative reaction to wanting to open things up again.",4.853,249.003,276.124,12,"We only get one shot at life, lets take the required responsibilities and get on with it please!",10.46,72.597,80.847,6,7,7,7,9,6,4,Yes,100,554,20,96,en,en,1058,9,0.02,6043aa4e661140396994cf1a,APPROVED,2021-03-06 16:14:11.259000,2021-03-06 16:23:23.407000,552.148,58,55,0,100,2021-03-12 13:45:17.027000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Male,No,wave2,1,-8,4,3,-4,3,1,4,-6,2,wellcoping,996
anonymised_997,2020-04-06 12:51:42,2020-04-06 13:02:08,626,Yes,6,Sadness,2,1,1,4,6,3,5,1,"I'm resigned to living like this for the foreseeable future and just hoping that everyone I know survives. The number of deaths has gone over 5,000 in the UK today which is horrible for all those whose family and friends have died; I wonder what the aftereffects of all this suffering will be and whether anything is ever going to be the same again. I've been round to my neighbours checking that they are all alright today and so far so good but I just wonder how long it will be before one of them becomes unwell. I'm impatient with being cooped up at times but then I think, what if, and just put up with it.",4.615,388.8,389.597,12,"Keep on keeping on, everything comes to an end eventually, even if it is six weeks later than you thought you could stand it for.",7.439,76.974,78.127,2,5,3,5,1,1,1,Yes,124,611,28,129,en,en,1806,11,0.02,5e8b7a36dcdcc004cfaf23e2,APPROVED,2020-04-06 18:51:40.041000,2020-04-06 19:02:12.669000,632.628,55,209,1,100,2020-04-07 10:11:16.444000,45CBCD80,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United Kingdom,Female,No,wave1,2021-03-05 13:58:10,2021-03-05 14:11:49,819,Yes,6,Anxiety,4,1,2,8,3,2,2,1,"I am fed up with the politicians, grieving the unnecessary deaths, fearful that something will go wrong with the vaccines or the vaccination programme, and resigned to having to go on enduring the restrictions on my behaviour. I feel as though I have done my best for such a long time and that I have been let down by the politicians and their sloppy incompetence which has prolonged this crisis. For some time now I have been fantasising about emigrating to New Zealand and if I could I would seriously consider leaving this country although I would miss it a great deal.",5.045,5.045,386.905,1,Definition of an MP: someone who couldn't organise a piss-up in a brewery but gets paid loadsamoney to kill voters.,11.199,159.921,246.936,2,9,4,9,2,1,1,Yes,108,572,22,115,en,en,377,6,0.01,60429b5ac875981af1219db8,APPROVED,2021-03-05 20:58:07.803000,2021-03-05 21:11:55.230000,827.427,56,505,1,100,2021-03-12 13:07:13.558000,45CBCD80,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United Kingdom,Female,No,wave2,2,4,0,0,1,-1,-3,-3,0,1,resignation,997
anonymised_998,2020-04-06 13:27:16,2020-04-06 13:34:34,438,Yes,6,Happiness,2,1,3,3,4,7,5,6,The Corona virus is causing a great deal of suffering for people across the world and is going to affect each and every one of us in some way.  I really hope we can all use it to review the ways we have been living and the things we have taken for granted and change the way we live our lives for the better into the future.  We need to look after the most vulnerable in these times and protect those who care for us when we need it.  Hopefully this will give the people of the world a renewed perspective on what is really important to us as humans.,3.865,186.05,188.817,8,"Corona is really testing the resolve of the human race, I hope we can come out of this stronger and more resilient than before and not simply return to the wasteful ways of before.",8.478,77.434,80.911,2,7,4,7,8,6,4,Yes,114,550,36,180,en,en,2127,4,0.01,5e8b8291b96449056ec43d6b,APPROVED,2020-04-06 19:27:13.573000,2020-04-06 19:34:40.736000,447.163,52,278,0,100,2020-04-07 10:18:40.075000,45CBCD80,South Africa,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United Kingdom,Male,No,wave1,2021-03-05 23:28:56,2021-03-05 23:35:23,387,Yes,4,Sadness,7,4,4,8,9,3,3,3,"I feel incredibly sad for families who have lost loved ones as I think more people have died than was necessary.  I feel angry at the way politicians have continued to look after themselves to the detriment of the people who they should be serving.  I feel angry that the NHS staff are not better looked after and I feel very frustrated with having been locked up for so long.  I am angry that in spite of saying they will focus on data and not dates, we are given firm dates only and the lifting of lockdown is not linked to how well or badly we are doing.",5.437,165.793,169.61,2,"I really hope there is a thorough and properly conducted investigation into the UK government's handling of the Covid crisis, with appropriate actions taken",4.356,65.661,69.795,2,6,7,6,7,1,2,Yes,113,557,25,156,en,en,768,5,0.01,6043206b9bd187299f1e1395,APPROVED,2021-03-06 06:25:47.864000,2021-03-06 06:35:27.590000,579.726,53,609,0,100,2021-03-12 13:29:42.028000,45CBCD80,South Africa,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United Kingdom,Male,No,wave2,5,5,-3,3,1,-4,-2,5,-2,1,resignation,998
anonymised_999,2020-04-06 12:33:42,2020-04-06 12:40:55,432,Yes,9,Anxiety,5,1,7,7,8,2,5,2,"Im quite anxious and sad because of what is happening all over the world. Also a bit angry with people who are ignorants, egoists and dont care about others. Worried about the consequences and impact on our economy and my own buesiness. Hard times. Quite challenging on so many levels, but staying at home is the most crutial thing now and cant really understand how people can grasp the importance of social distancing. We are not passing this test at all. When we should be untited and kind to each other, more empathetic and use our common sence.",3.604,169.009,241.513,3,"Weather is getting better, sun is shining birds are singing but we must stay at home!",10.452,20.418,57.727,2,8,6,8,3,3,4,No but I speak it fluently,108,549,18,85,en,en,1561,10,0.02,5e8b75f38759c204b7b8349c,APPROVED,2020-04-06 18:33:39.004000,2020-04-06 18:40:57.682000,438.678,41,181,2,100,2020-04-07 10:07:48.779000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No,wave1,2021-03-05 13:02:41,2021-03-05 13:09:20,398,Yes,7,Anxiety,3,3,8,8,7,1,3,2,"Im still very worried, even though there is a light in the tunnel -vaccnes. However people are lured into a false security and think everything is ok and its over but it isnt. Im still super careful and obery all the rules and restrctions, wwaiting for my turn to be vaccinated, which will probaby happen in a couple of months. We will be safe when majority is vaccinated and not only n ths country but in the whole world. We live in a global village, traveling all the time, so a chance to spread the virus will still be there .",15.097,198.519,240.576,4,"Stay at home, its not over yet!",24.607,24.607,40.037,1,8,7,7,6,5,5,No but I speak it fluently,110,529,9,31,en,en,87,11,0.02,60428e5f7d489219569dc7f3,APPROVED,2021-03-05 20:02:39.293000,2021-03-05 20:09:23.100000,403.807,42,554,7,98,2021-03-12 12:51:58.198000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No,wave2,-2,1,0,2,1,-1,-2,-1,-2,1,resignation,999
anonymised_1000,2020-04-06 10:48:45,2020-04-06 11:03:51,905,Yes,6,Sadness,4,1,6,6,7,4,4,3,"sadness that we havn't seen family for over a month,anxious about having no work and uncertain if we will have any money coming in over coming months and worried about the future, Listless do not really feel like putting an effort into anything. Annoyed at USA and some of the FB postings I see from American friends who really should be more aware and a little less wrapped up in themselves. it should be the world coming together to work out how to solve and help together.Instead it is everyone for themselves,",4.599,457.133,458.321,13,Do not see it ever ending without co-operation from everyone.,6.209,86.684,88.362,5,4,4,5,3,2,2,Yes,98,513,11,61,en,en,765,7,0.01,5e8b5d5851f6f8028188c1fe,APPROVED,2020-04-06 16:48:38.582000,2020-04-06 17:04:05.641000,927.059,62,156,1,100,2020-04-07 09:52:17.288000,45CBCD80,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,No,wave1,2021-03-05 13:05:45,2021-03-05 13:33:14,1648,Yes,4,Anxiety,3,2,6,7,4,5,4,4,"Anxious because I havn't had any work or income coming in apart from my pension. all our savings have been used up and I worry about how much longer it will be until I can get some work,Life is on hold at the moment. I'm waiting for my vaccine . I have had a letter telling me I could get an appointment online but each time I have tried the closest by miles to my home is also difficult to get to. I think that a few sunny days will help, I can escape out into the garden at least. A slower pace of life has been fine but being on a very tight budget when we had just started to be able to worry less about money is frustrating.",8.191,766.578,768.002,6,"Fed up now,time to move forward together,. lets do this together as well",6.264,430.318,432.577,4,6,3,6,3,2,1,Yes,138,629,17,72,en,en,257,10,0.02,60428f0412c48718d9ba18bf,APPROVED,2021-03-05 20:05:42.383000,2021-03-05 20:33:33.998000,1671.615,63,430,1,100,2021-03-12 12:54:17.534000,45CBCD80,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,No,wave2,-1,1,1,1,0,1,0,-3,-2,1,resignation,1000
anonymised_1001,2020-04-06 10:46:47,2020-04-06 10:57:40,652,Yes,7,Anger,9,7,4,4,5,1,1,1,"The government should apply stricter lockdown measures in the UK, but also people should adhere to these rules and stay inside. This is not happening unfortunately, due to which the number of confirmed coronavirus cases and deaths are increasing day by day. I am both shocked and angered by both peoples' and the government's behaviours towards this as the matter is not to be taken lightly. Other countries, which are not in the West, are perfectly adhering to their lockdown rules but the UK isn't. What type of 'Great Britain' do we live in? I can only hope that the situation gets better.",6.92,319.627,325.205,23,"Nobody wants to sit in their house but it is much better than sitting in a hospital, thinking that you're going to die. Please take Coronavirus seriously!",7.617,156.966,159.243,3,9,9,9,9,5,7,No but I speak it fluently,116,592,30,154,en,en,715,15,0.03,5e8b5cf153cf490224967e08,APPROVED,2020-04-06 16:46:43.393000,2020-04-06 16:57:43.472000,660.079,19,171,3,99,2020-04-07 09:51:51.808000,45CBCD80,United Kingdom,United Kingdom,Part-Time,Bengali,United Kingdom,Female,Yes,wave1,2021-03-05 13:08:17,2021-03-05 13:17:50,572,Yes,1,Anger,9,6,1,1,5,1,1,4,"I am appalled and angry at life after coronavirus. I am trying to stay positive but it is really hard to do so. Life has become worse both financially and mentally for me, and I am unable to achieve my goals as quick as I would like to. I cannot travel as much or see my friends as much I would like to and this has taken a toll on my mental health too. I would like my government to handle the corona situation better than they have before and to stop acting so foolishly and breaking the lockdown rules themselves. ",3.318,253.815,255.417,24,"I'm appalled by the lack of direction and effort shown by the government in handling the coronavirus situation. I am just as mad at common citizens who are arrogant enough to think the rules don't apply to them, they're spreading the virus and making it harder for everyone else. ",8.171,126.908,129.587,16,5,5,7,9,3,1,No,107,517,52,280,en,en,176,6,0.01,60428fa74d622618fae66689,APPROVED,2021-03-05 20:08:14.686000,2021-03-05 20:17:53.248000,578.562,20,476,7,98,2021-03-12 12:56:06.438000,45CBCD80,United Kingdom,United Kingdom,Part-Time,Bengali,United Kingdom,Female,Yes,wave2,0,-3,3,-1,-3,0,0,0,-6,2,wellcoping,1001
anonymised_1002,2020-04-06 10:36:04,2020-04-06 10:41:13,309,Yes,5,Anxiety,3,3,6,9,8,3,3,8,"Currently, I am very low mood wise. I reply on human contact and family support to get by on a daily basis. I can not do this at the moment with lock down. It is massively effect my own and my daughters mental health. There is no way of knowing when this pandemic will end and it is making it a lot worse not having an end date. It is also making my pregnancy much much harder because I need family memebers for support. 
I really dread how the pregnancy will go now with restrictions and not having support during appointments. I can not get important health checks via bloods at all just now because I can not go to get bloods drawn alone. ",5.022,175.189,176.655,11,This is a very hard situation that is massively effecting mental health. The more people that stay home the quicker it will be over,3.408,16.715,50.919,4,8,3,8,2,1,1,Yes,133,642,25,131,en,en,559,9,0.01,5e8b5a70e3faf301c48fa300,APPROVED,2020-04-06 16:36:03.039000,2020-04-06 16:41:17.512000,314.473,24,81,3,96,2020-04-07 09:49:58.661000,45CBCD80,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United Kingdom,Female,No,wave1,2021-03-25 04:16:09,2021-03-25 04:22:20,370,Yes,3,Desire,1,2,3,5,8,1,1,9,"I don't have a lot of feeling anymore towards covid. Except the desire to see family members safely, especially my older family. At least 2 will be lucky to see the year out and habe not seen anyone apart from nurses since the start of lockdown in March 2020. 
It is completely unfair that they have to suffer for this situation.
I would also love my youngest daughter (September 2020) to finally meet her family. She has met no one except my mother and a select few members of her fathers side of the family. 
This whole situation has took a MASSIVE knock to everyone's mental health. To the point where I habe had to seek help myself. ",1.885,169.146,187.575,14,I'm annoyed with covid now. My family haven't met my now 6 month old child. I haven't seen any my family for a year now either. It's taking a huge toll on my mental health which then takes a toll on my physical health due to my health conditions. ,4.87,9.602,77.578,3,8,8,3,1,1,1,Yes,129,637,53,247,en,en,1717,13,0.02,6044ff3f21c8925bbdd919cd,TIMED-OUT,2021-03-07 16:28:47.130000,"",2090625.057837,25,125,5,92,"","",United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United Kingdom,Female,No,wave2,-2,-4,1,-1,-3,-2,-2,0,-2,1,resignation,1002
anonymised_1003,2020-04-06 13:09:37,2020-04-06 13:17:26,468,Yes,7,Anxiety,3,3,6,8,6,5,5,5,"I feel apprehensive, worried more about vulnerable friends and family and people I cannot travel to see. I am annoyed at the lackadaisical attitude of some people from all generations who are not following advice. No government in the world has experienced this before, so time will tell which have made the best decisions for their population. 
I am worried about my income situation in a few months time, paying rent and getting food when others buy in bulk. I am conscious that it is difficult to force people to stay indoors and I know people whose jobs cannot be done online who have had to relinquish their jobs because employers are not classed as essential.",3.152,261.115,262.678,7,It is a worrying time but if we all help each other out and listen to the experts we can get back to normal sooner rather than later.,3.827,57.664,58.759,2,9,4,9,9,3,5,Yes,124,665,29,133,en,en,1973,8,0.01,5e8b7e692c54aa0592274058,APPROVED,2020-04-06 19:09:35.788000,2020-04-06 19:17:29.516000,473.728,41,181,0,100,2020-04-07 10:15:05.014000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Male,No,wave1,2021-03-05 13:02:57,2021-03-05 13:11:01,483,Yes,6,Anxiety,3,2,3,5,1,3,3,3,"Seeing how other countries with higher populations are coping better with the pandemic than the UK (through lower daily cases and deaths) makes me slightly annoyed at how complacent people are when they are asked to think of others and just stay at home. The government response, and that of the opposition has been shambolic, with the vaccine roll out vastly differing depending on where you live rather than your age / physical condition. This makes me anxious when people who are too selfish to follow sensible guidance could infect me or my family before I get a change for my vaccines.",3.095,213.143,214.203,6,Lockdown works if we actually stuck to it. Work from home and keep everyone safe until we are all vaccinated. Look at the countries with full sports stadiums. We can do it. Mask up and social distance. #covidUK,5.311,103.385,122.802,2,8,8,9,8,3,5,Yes,109,590,43,210,en,en,102,8,0.01,60428e6ab387431801f41dde,APPROVED,2021-03-05 20:02:55.801000,2021-03-05 20:11:07.711000,491.91,42,508,2,100,2021-03-12 12:52:15.628000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Male,No,wave2,0,-3,-2,-1,-3,-2,-2,-5,-1,2,wellcoping,1003
