"","startdate","enddate","duration","worry","chosen_emotion","anger","disgust","fear","anxiety","sadness","happiness","relaxation","desire","text_long","text_short","self_rating_general","self_rating_short","self_rating_long","twitter_general_often","twitter_tweet_often","twitter_participate_often","eng_native"
"526","2020-04-06 10:28:05","2020-04-06 10:37:23","558","7","Anxiety","4","2","4","7","6","4","4","2","Well, I feel anxious. I have kids and I'm worried about them and my husband. It's hard times for all of us and I'm trying to keep myself calm because of them but I can't help being worried about the coronavirus. I really hope that everything will be ok and we will be back to normal soon. Still, I am sad about all the people who lost someone they love. It's hard for the kids as well. My biggest one knows everything about the coronavirus but my little one doesn't understand why she cannot go to school and why she cannot spend time with her grandparents and her friend. We are all in this situation and I pray that it's going to be over soon.","We are in this together. Let's be better people!","8","6","8","8","3","3","No but I speak it fluently"
"527","2020-04-06 10:29:53","2020-04-06 10:37:25","452","7","Anxiety","4","6","7","9","7","1","1","2","I am anxious about not knowing when I will able to see my family and friends next especially as its getting boring having been in the house all the time. Moreover, I am frustrated that having invested emotionally and financially into going into the travel industry just before the virus struck its going to be a long time before I see any sort of benefits materialise. Furthermore, I miss watching sport a great deal as its a release from the norm of life and so cannot wait for that to return which will mean hopefully normality is on its way as well. ","Would do anything to be able to go and have a pint with my mates in a beer garden right now and watch live sport in the sun #frustrated #missbeerandsport #stayathome #wewillgethroughthistogether","6","6","7","6","2","2","Yes"
"528","2020-04-06 10:30:47","2020-04-06 10:37:31","403","5","Anxiety","2","2","3","5","3","7","8","5","I am concerned for people who are vulnerable especially my 94 year old mother-in-law who lives in a nursing home. I am disappointed for my 16 year old daughter who will not be able to sit her GCSEs. Overall I am not overly concerned for my immediate family and an enjoying a short break from work and imposed downtime. I will be happy when normal life resumes. I am u settled not knowing how exam results will be awarded. On s personal level I wish I had clarification as to whether our family holiday in July will go ahead. ","Uncertain times but people working together to get through it. ","8","5","8","3","1","1","Yes"
"529","2020-04-06 10:32:21","2020-04-06 10:37:44","322","9","Anxiety","3","1","9","9","9","1","1","1","I feel nervous about getting covid, and my partner getting covid.

I am scared that my family will get it and have a bad time and possibly  dying.
Worried that i won’t be able to see my family if they end up ill, spiralling thoughts lead to not being able to give family the funeral they deserve due to covid.
Worries that work will die down and I may lose my job or my husband loses his. Resulting in losing our house and belongings.
I am scared for the economy of our country and the massive strain and pressure put on the nhs in this terribly trying time","I’m so worried about getting covid and my family getting covid.0","6","3","7","2","1","1","Yes"
"530","2020-04-06 10:26:43","2020-04-06 10:38:16","693","8","Anxiety","1","1","7","8","3","5","2","1","anxious about catching it am in self isolation being in an at risk group.  Son does not have a job having given it up to do A levels - now will not be graded (he is 24) and therefore will not get into university.  He is at home.
My husband is negotiating his pay cut with his employer - he is merchant navy and does not qualify for government help.  I cannot earn as i am isolating.
Hoping all is well for our 4 tenants, would want to help if trouble is ahead.
If I die insurances will cover a lot of our current borrowings.
My/our main concern is cash flow and the worst case scenario - how long?","How do i stay alive long enough for the vaccine? How long can we stay in the black?","1","1","1","9","1","1","Yes"
"531","2020-04-06 10:30:00","2020-04-06 10:38:18","497","8","Anxiety","3","3","8","8","9","5","2","2","I feel deeply saddened for the lives that have been lost all around the world. i have a lot of anxiety regarding myself and family's health especially those who have underlying health conditions. I'm scared about what might happen to the economy as a result of the coronavirus such as interest rates local business and how it will impact all of our lives. I'm stressed about how the gcse cancellations will affect my daughter, but i am trying to be thankful for the time in lockdown that I've been given with my children and partner, but frustrated with people who are not following the rules.","stay home safe lives","7","2","8","5","5","3","Yes"
"532","2020-04-06 10:28:18","2020-04-06 10:38:22","604","9","Anxiety","7","6","8","9","7","1","2","2","i feel very anxious. Life in prison. No pleasure, no happiness. I'm afraid to go outside. Large queues of people. There are few products. This is extremely embarrassing to me. I worry about all my old parents. How will they survive this? If something bad happens, it is unlikely that they will be cured. Very high mortality among the elderly. I'm just shocked at the prospect of losing my job. I talked to friends who had lost their jobs. It's just horror! Our lives have turned into a total hell. And what is it for us?","People! watch over your old parents!
","6","4","7","8","4","1","Yes"
"533","2020-04-06 10:28:03","2020-04-06 10:38:42","638","6","Anxiety","2","1","3","6","4","2","3","2","I'm feeling slightly worried about this but overall optimistic. I'm worried as if my dad gets it he has an extremely high chance of dying as chemo has left him with an extremely weak immune system, but I'm feeling optimistic as we're all coming together as a community and are working together and I know that we can get through this as long as we stick together as a community and as a team. Our governments have been doing all that they can and our essential workers and NHS and healthcare staff have been putting themselves on the line which is why I have hope for us that we will get through this.","we will get through this. we are stronger than we think. it might be a while but we have to hang in here as a community unified together and we will get through this.","8","7","7","9","7","8","Yes"
"534","2020-04-06 10:33:29","2020-04-06 10:38:43","313","3","Relaxation","1","1","3","3","1","6","7","5","There is a concerted effort by the whole country to minimise the spread of the coronavirus of which I am proud. The NHS staff are putting themselves in harms way in order to look after the sick and dying which I am grateful for.
The lockdown is having a detrimental effect on my company which I am a little worried about as the company may fold, or my share of the company may reduce.
Writing a minimum of 500 words for this is annoying as there is nothing else I want to write but I have to keep writing as you want someone to blather on and on and on ","Well done to all of the NHS Staff, we are so proud of you.","9","6","9","3","2","2","Yes"
"535","2020-04-06 10:31:45","2020-04-06 10:38:57","431","4","Sadness","3","4","5","6","5","2","3","5","I am scared about the corona situation because I feel that the government have not prepared enough for the situation, since there was no clear guidelines on how to tackle the issue when it begun. I am therefore afraid of the impact this will have as I fear that too many people will die unnecessarily, especially healthcare workers due to the lack of personal protective equipment. I am scared for my relatives’ safety. I am also angry at the people who do not follow social distancing regulations as it is clear that this is making the situation worse. ","The corona situation is so scary and I wish people would take it more seriously. This would all be over much quicker if everyone stayed inside wherever possible ","6","4","5","9","9","6","Yes"
"536","2020-04-06 10:32:44","2020-04-06 10:39:01","377","7","Sadness","6","2","5","7","9","2","1","1","I am somewhat worried about the virus, various members of my family refuse to social distance and are still visiting friends and older relatives. I am unable to self isolate with my partner, meaning I haven't seen him in three weeks. This is making me feel desperately unhappy and stressed, and has put an extraordinary amount of strain on our relationship, which would not be there had the pandemic not happened. I feel very lonely and isolated, and very worried about my partner and our relationship. ","Feeling desperately sad and lonely. Missing my lover so much it makes my heart ache. Counting the days until this is over. ","7","5","8","9","1","6","Yes"
"537","2020-04-06 10:34:11","2020-04-06 10:39:06","295","7","Sadness","4","4","7","8","9","2","2","1","It has spiked my anxiety and my depression. I cannot go to work and my life has become mundane.
My local gym has closed and my daily workout has had to be put on hold. Exercise helps my mental health so this is also bad. I miss socialising with friends and family.
I especially miss my children, who I am currently unable to visit due to the high risk category into which their mother falls.

I just want all of this to be over. I am not especially worried that I will suffer from the virus, but my entire life has been put on hold.","Sick of this now. I want my life back.","8","8","9","9","7","9","Yes"
"538","2020-04-06 10:24:26","2020-04-06 10:39:07","881","5","Anger","7","4","3","3","5","5","6","7","I feel angry, many travel plans were destroyed. Stuck in old job, which I wanted to change. There is a lot of fake news which make me even more angry. My wife is pregnant, I cant go with her for a scan to see and hear my future baby.  Planet earth is healing which  is one of the positive sides. I miss football - playing it, watching it. Sun is showing up after depressing 6month of horrible weather. My daughter has to stay at home which is not a positive effect on her mental stats given she is 2 years old","Feeling pretty angry, a lot of things are going to shit. But hey, gotta stay optimistic, stay safe everybody","6","5","7","3","1","1","No but I speak it fluently"
"539","2020-04-06 10:31:53","2020-04-06 10:39:29","455","5","Anger","6","3","5","6","2","3","4","5","the first week I struggled adjusting to 'the new normal' and was very bored and irritable but now I feel I have adjusted well and feel normal most days, still bored a lot though. I do find the days go quick and im not as worried as I thought id be about the whole Corona situation. I'm slightly worried about my wage being different every month for the foreseeable future though. I just hope this virus goes as quickly if not quicker than it took to arrive in the first place.

There is an eerie feeling when you go out for your daily allowed exercise; i.e. there are very few cars and people about and everywhere is closed makes every day feel like a Christmas Day sort of feel, or that funny week inbetween Christmas and New Year where you're not certain of what day it is. ","I feel quite irritated by this coronavirus at the minute. the only thing getting me through this without constantly being irritated is that the majority of the world are all in it together which gives a certain level of reassurance. I hope that everything reopen soon for us all. ","6","5","7","7","5","4","Yes"
"540","2020-04-06 10:34:06","2020-04-06 10:39:38","332","7","Anger","8","7","6","7","7","5","3","7","I feel frustrated that most of the public is still not taking this seriously and a lot of people are continuing to leave the house when there is an official lock down in place. I'm sad that a lot of festivals I was planning on attending have been cancelled but I understand that it was necessary. I'm also feeling sad that I can't see any of my friends or family right now. I don't think my country is doing enough to stop the virus spreading but at the same time I'm not sure what else can be done apart from continue to tell people to stay indoors and hope that it works out.","Frustrated at everyones response to Covid19.","7","4","8","3","2","1","Yes"
"541","2020-04-06 10:33:57","2020-04-06 10:39:43","345","5","Anxiety","1","1","2","4","2","5","5","4","I feel like this situation is bad in regards to needless loss of life. It also has a positive, it allows us all to slow down and LIVE LIFE rather than constantly doing the same cycle of work and no term for our families.
It allows us to see what's really important, we are all vulnerable and time is not replaceable, our jobs will replace us, it's time to slow down and appreciate the simple things in life.
It's a shame that our government took a little longer to tell people to stay home. They made a big mistake not checking people at airports when they arrived.","I feel that we can now sit and appreciate our time and loved ones. The world can now slow down and the Earth can be....the Earth! People have been self focused for far too long, now we have no excuses, focus on others and the goodness in people.","7","7","5","8","5","7","Yes"
"542","2020-04-06 10:17:09","2020-04-06 10:39:46","1357","8","Anxiety","3","2","2","7","7","2","3","3","I'm worried about current situation and I'm worries about mine and my family's health. My financial conditions are not good and I'm frustrated about it. Food stock is very low at home and I'm worried about food stock as well.
Hopefully everything will be okay so we can live our normal life and most importantly stress level will be decreased. I'm stressed about current situation of our mortgage and insurnace, if we are not gonna earn money how we gonna pay our bills. Its is a fear type of situation and we are struggling to keep our children busy and entertained at home.","It is bad situation for the world,  stay safe everyone hopefully we will defeat this thing togeather.","7","7","7","7","6","5","Yes"
"543","2020-04-06 10:32:59","2020-04-06 10:39:47","408","9","Anxiety","7","2","8","9","9","1","1","1","I am very distressed, my mum is currently being assisted with her breathing in a London hospital because of this virus so I am sad, scared and not hopeful for a good outcome. I am very worried about sending my children to school as I am a key worker and concerned that I will not make it should I contract the virus as I have underlying health condition. This combined makes me very scared and anxious. I am fearful for our futures and how I will safely get food for my family without exposing myself to risk and potential transmission ","Scared, anxious and worried. For my family, for me, for my children and their future, for the world because I don’t recognitions any more ","9","9","9","6","3","2","Yes"
"544","2020-04-06 10:29:33","2020-04-06 10:39:53","620","7","Anxiety","6","4","7","7","6","3","3","2","I feel anxious about the current situation because of the uncertainty and how much it has affected our daily lives so far, and we do not know how long it is going to go on for. It is worrying hearing about the current infection rate and the increase in deaths per day. I am also angry at all the people that are completely ignoring the requirements for us to socially distance ourselves from relatives and friends. 
I feel worried about the lack of robust information about Covid-19, for example the lack of information on how to 'treat' the virus and fear that way more people are actually infected than the official figures show.
","I feel incredibly angry at those ignoring the quarantine measures in place to protect us and mitigate against the spread of the virus; we drastically need to slow the anxiously rapid infection and death rate in order to protect our most vulnearble.","6","4","7","7","2","2","Yes"
"545","2020-04-06 10:18:00","2020-04-06 10:40:00","1320","8","Relaxation","3","1","3","5","3","5","5","1","It's easy to feel anxious about this situation so right now I am trying to relax and focus on other things. This survey is one such thing.  

I feel a little sad as well because the mother of someone I respect has just passed away from the virus.

I also feel lucky as I am not currently struggling financially and I know that many have little or no income.  

Anxiety is something I am keen to minimise, as a result, I have chosen not to follow developments too closely although I have made sure I am fully aware of all safety measures and our family took the decision to adopt social distancing and remain inside 10 days before the majority of people. ","COVID-19. A devastating, tragic, worldwide event that has shown us both how selfish and selfless humans can be.","7","8","7","8","2","2","Yes"
"546","2020-04-06 10:33:11","2020-04-06 10:40:01","410","9","Sadness","8","3","8","3","9","1","1","1","Mostly I'm sad cause of the individuals not following the rules. Stay home. Save nhs. Save lifes. Couple of trips to the shops, parks are not worth it. They might be young and healthy but unfold it is nit about us anymore. It is about others. We need to protect older people and those with health conditions. Its so easy. Do not go outside. Virus can nkt move. People can transfer virus. Do not travel. Do not overstay anywhere. Maximum one hour of fresh air and walking it is ebough. The more people stay home now the quickest we can all go outside ","Stayhomeprotectnhs","9","5","6","3","3","3","No but I speak it fluently"
"547","2020-04-06 10:31:21","2020-04-06 10:40:12","531","2","Anger","7","1","1","1","2","3","6","5","People are out of work and it's making our country's economy crash, so that's very frustrating. I know the death rate is much lower than most people realise, due to unreported cases. Overall it is a really frustrating situation. It is upsetting that people are losing their loved ones, and I was feeling extremely anxious when my significant other had the symptoms, but my anxiety went away after she got better. Overall I don't see this as a depressing or sad time, in general. Around 4% of all motorcycle accidents result in death, but people seem to be riding motorcycles without any worries; I try to see it like that. Although obviously the comparison could be better, as there are multiple positives to riding a motorcycle, people choose to ride them, and etc, but I hope people still realise that the risks are the same, and the risk of riding a motorcycle is really not that high.","The more we worry about this situation, the more it will affect our mental and physical health. Don't let it take control of you. Make smart decisions. Don't go partying and wash your hands, but at the same time don't become a hoarder. #Covid19","8","8","9","3","1","1","No but I speak it fluently"
"548","2020-04-06 10:30:44","2020-04-06 10:40:14","569","7","Disgust","6","8","7","6","6","6","5","4","Apprehensive about the situation. Sad and scary how many lives are being lost and how many people are affected. Some amount of fear as I don’t want me or my family to catch it in case we get bad symptoms. Being cautious and trying to follow government advise by avoiding going outside unless I really need to. I wish more people would follow the same advise. I hope they get a vaccine soon so we can return to normality and save lives. I will remain positive for the future and hopeful we all get through it. ","Follow the advice. Stay indoors and avoid contact. ","6","7","5","3","1","3","Yes"
"549","2020-04-06 10:33:21","2020-04-06 10:40:17","415","6","Relaxation","1","1","3","5","6","6","6","6","I am worried but not too much, I realise there is not much I can do apart from staying at home and getting on with my life, which I've been doing. I feel relaxed but sometimes feel like it is misleading as I've still work to do and being told to stay at home makes me feel like I should be relaxing by not doing work. I am anxious about my financial situation and confused about what I should do to make it better as I am not usually in full time employment but rather find jobs to do alongside my studies to support myself, so as much as I'm aware there is no support for people like me. I am fighting with myself to be motivated and have some semblance of a routine without having anywhere to be at any time. ","I simultaneously feel relaxed and anxious at the same time which is a weird state to be in. I want to do something to help but know that there isn't anything I can do, and I am aware I need to work but want to relax at the same time. It's weird.","8","8","9","1","1","1","No but I speak it fluently"
"550","2020-04-06 10:32:01","2020-04-06 10:40:30","508","7","Anxiety","6","4","7","8","6","4","3","4","Currently I am very worried about the corona virus.  People here do not seem to be taking it seriously.  I am a student radiographer about to go into emergency practice and my wife is a midwife.  We are having to manage childcare between us and it really angers me to see some people not heeding the government advice about social distancing etc.  I do hope we can make it through this, but I think the UK is going to follow the same route as Italy and I think lots more people are going to die.  I am also very angry at China and really feel something needs to change in the way China conducts it's business in the future.","Really worried right now.  Unsure about the future.  How will things be when this is over?","8","7","8","9","7","8","Yes"
"551","2020-04-06 10:28:57","2020-04-06 10:40:39","701","7","Anxiety","1","2","6","6","4","6","5","1","Concerned about my vulnerable father and my partner who smokes. Concerned that I could be a victim of this virus and leave behind three children. Concerned that I live in a densely populated inner city area where nobody seems to be abiding by the lockdown measures. Worried that when we catch it the hospitals will already be on their knees and will not be able to provide care for us. Scared that they will overlook my partner because he is an immigrant. Scared that my partner is more likely to catch it because he is BAME. Worried about having nothing in place financially for my children if I do become ill.","Stay inside and God bless you all.","3","2","4","8","1","1","Yes"
"552","2020-04-06 10:35:37","2020-04-06 10:40:40","302","9","Anxiety","8","8","9","9","9","3","1","1","i am scared my anxiety is through the roof as i am a vulnerable person. I am angry at people that are not listening or taking heed of the goverment advice and guidelines. I am scare of what this means for the world now how different things will be in the future. I am anxious that a vaccine will not be found soon enough . 
I am angry that vulnerable adults are being asked and may not get ventilation should they need it die to a lack of ventilators. I am worried what it means for our children they are missing out on so much both ediication seeing their freinds etc.","anxiety through the roof","7","8","9","8","8","8","Yes"
"553","2020-04-06 10:35:55","2020-04-06 10:40:46","290","6","Anxiety","6","3","2","7","6","4","6","1","I'm not especially concerned about my health, more how it will affect my parents as they're older and more at risk. I'm fed up of lockdown - I understand why it has to happen but I live alone so it's very isolating. I have moments where I have mini breakdowns and have to accept those which isn't always easy. I also like being in control of things and I have no control at all. I'm uncertain about holidays I have booked for later in the year (I've already had to cancel two which is rubbish but in the overall scheme of things relatively minor.)","Fed up that there's no end in sight to this. Can the government get their arses into gear and come up with a coherent strategy please?","7","6","8","8","2","2","Yes"
"554","2020-04-06 10:31:56","2020-04-06 10:40:52","535","7","Anxiety","4","6","6","6","5","4","3","3","I think the Corona virus must be intricately related to how we have destroyed our global environment. I feel conflicted about it, because in many ways the current economic shutdown, especially the downing of planes, should have been the response, or similar, to declaring a climate emergency. We are still hurtling towards runaway global warming, and that is a collective insanity by any reasonable definition. The reduction in air pollution is also double edged. There is a phenomena called Global Dimming (which is in the IPCC report), where the pollution layer is blocking about 1 degree of extra warming about that pollution layer that has already occurred. The reduction of that pollution layer removes that reduction, and will potentially push us to the edge of runaway global warming. Global Dimming should be discussed. All of these crises are interrelated.","Must of the economic shutdown, especially the downing of planes, is a response that should have occurred when a Climate Emergency was declared. We are still hurtling towards runaway global warming, and that is a collective insanity by any reasonable definition. ","9","3","9","8","8","7","Yes"
"555","2020-04-06 10:36:47","2020-04-06 10:40:55","247","9","Fear","1","1","8","8","7","4","3","1","There are a lot of fears and anxiety around coronavirus and how long it will last for - with so many rumours and much hearsay about it, it can be hard to believe what is truth and what is media panic. Personally, I have a lot of fear around it. At the beginning of the pandemic, it was reported that it mostly affected the elderly but now so many people of varying ages are losing their battle with it. It's a very worrying time, especially if you are high risk and vulnerable. Also with regards to mental health, isolating can have a very detrimental effect on mental health ","wish people would heed advice about going out - take this seriously!","9","9","9","1","1","1","Yes"
"556","2020-04-06 10:37:31","2020-04-06 10:40:58","206","7","Sadness","2","7","6","7","7","6","6","3","Disgusted how unprotected NHS staff are and how late the government has been in trying to resolve this. Disgusted at the amount of people not adhering to guidelines for the safety of others. Sad about the amount of people dying without their families, dying alone without even care staff having the time to sit and hold their hand whilst they take their last breath. Disgusted at the attitude of current staff when someone needs to take the week off, but also feeling the pressure of having to stay at work even though they are experiencing symptoms themselves.","Stay at home. ","6","6","5","9","1","3","Yes"
"557","2020-04-06 10:33:37","2020-04-06 10:41:03","446","2","Sadness","3","1","2","1","5","3","3","2","Sadness in general for the effect that it has on the country and it’s more vulnerable population who are suffering the most and dying as well as frustration for those not adiding by the rules and regulations set out but pride for all the key essential workers who are working tirelessly to look after everyone effected in the most desperate conditions - fearful for where the country will be once this has passed and the long lasting effect it will have on our future generations and anxious for our more vulnerable loved ones who we are having to distance ourselves from and missing out on key moments with family and friends","It’s time for everyone to just listen to what is right and stay home and keep away from others so that we can all see each other again so much quicker","8","7","8","2","2","2","Yes"
"558","2020-04-06 10:36:04","2020-04-06 10:41:13","309","5","Anxiety","3","3","6","9","8","3","3","8","Currently, I am very low mood wise. I reply on human contact and family support to get by on a daily basis. I can not do this at the moment with lock down. It is massively effect my own and my daughters mental health. There is no way of knowing when this pandemic will end and it is making it a lot worse not having an end date. It is also making my pregnancy much much harder because I need family memebers for support. 
I really dread how the pregnancy will go now with restrictions and not having support during appointments. I can not get important health checks via bloods at all just now because I can not go to get bloods drawn alone. ","This is a very hard situation that is massively effecting mental health. The more people that stay home the quicker it will be over","8","3","8","2","1","1","Yes"
"559","2020-04-06 10:36:35","2020-04-06 10:41:14","278","3","Anxiety","3","2","1","4","3","3","3","2","I feel anxious about next steps by the country as I have little faith in the government. I also worry for other places ie USA and Brazil where the government is inept and could see it spiral beyond control, ruining many lives.
I am however not worried about my immediate wellbeing due to self isolation.
I do have concern for food availability (not overall supply) due to difficulties in getting delivieries for many.
The general self isolation has me a little unhappy as I cannot even commute to work, but being able to exercise outside takes the edge off.","Corona is a mild issue escalated to a pandemic due to lack of ability or willingness on government's part to lock down the issue","3","5","6","9","7","7","Yes"
"560","2020-04-06 10:35:29","2020-04-06 10:41:19","350","9","Anxiety","3","3","8","9","6","4","6","2","We scared but wish the gov would do more to stop people going out all the time.  Our neighbor is acting like nothing has happened.  Going out every day and having her boyfriend visiting and visa versa.

With Boris being in hospital has hopefully shown people how important it is to stay safe, protect the NHS and save lives.

We need a lockdown like other countries.  I am scared, I'm scared to leave my house scared to go shopping and worried to death about my elderly parents who have had letters to stay inside.
","Scared, Worried, Frightened, Protect our NHS, Stay Home and Save lives #Scared","8","9","6","8","8","8","Yes"
"561","2020-04-06 10:31:48","2020-04-06 10:41:22","574","5","Anxiety","3","4","5","7","5","3","3","4","I've been feeling anxious lately due to the pandemic and mostly I'm worried about how the economy will be affected, and how the younger generation will be affected as their school lives have been disturbed heavily, worried for my nephews. 
It's been hard trying to buy food and essentials as everyone is being stupid and panic buying, especially toilet paper out of all things which i really don't understand. Hopefully in a few months things will be a bit more normal because attempting to live as normal these days is quite impossible.","Honestly people, you need to stop panic buying, it's extremely annoying for us when we cannot get essential household items. Also stay at home","6","6","7","8","6","4","Yes"
"562","2020-04-06 10:30:39","2020-04-06 10:41:35","655","5","Anxiety","4","4","6","7","6","3","4","4","I am frustrated and angered by handling of situation by UK government. The Tories have shown themselves to be both incompetent and inadequate in the current crisis. 

I am worried about my children, their future and their prospects. 

I am worried about the risk """"essential workers"""" are putting themselves in. I feel they are being put under unnecessary risk. 

I am discusted by Boris Johnson and most of the conservative party. 

I am hopefully the new labour leader and shadow cabinet can have a positive effect on the current situation. 
","Angry at the Tories. ","8","8","8","9","8","7","Yes"
"563","2020-04-06 10:30:55","2020-04-06 10:41:44","648","6","Relaxation","1","1","1","1","1","5","9","1","I feel calm and sensible. I understand the risks and I follow the NHS guidance of limiting my time outside of my home and practising social distancing when I am out and about. 

Covid-19 will be with us for a long time and we must be calm and rational in how we deal with everyday life.

I am currently working from home with ease. I keep in regular contact with work colleagues and friends and family using video conferencing. I live with my wife, so I don't suffer from any self-isolation issues. We have regular chats about the current situation. 

I feel wider society need to play their part by respecting the rules of social distancing and not leaving the home for unnecessary trips.

I feel that after this crisis is over key workers and NHS staff will be more valued than ever. ","I feel calm, focussed and relaxed. I am proud and respectful for all those on the front line of the NHS but feel frustration and disappointment for those in society that choose to ignore the rules of social distancing. Stay home, Save lives....it's not that hard to do!","9","8","9","8","3","1","Yes"
"564","2020-04-06 10:32:58","2020-04-06 10:42:03","544","6","Anxiety","2","2","6","7","5","5","4","5","I feel anxious about when this will end. I am worried about family members and miss spending time with them. I am upset about having to stop fertility treatment due to the outbreak and have no idea when it can start up again. It is already such an upsetting process over which you have no control and lots of long waits. I have problems with anxiety anyway and exercise and spending time outdoors in the countryside are the best things that help with this. I find it frustrating that my ability to do the things that keep me well are being affected.","It feels as if the world is on hold. How do we come out of this?","7","6","7","7","2","1","Yes"
"565","2020-04-06 10:38:22","2020-04-06 10:42:07","225","8","Fear","8","9","9","9","9","1","1","1","Very worried for my family, anxious and panicked and wondering just when it`s all gonna end. Wondering if theres any light at the end of the tunnel and that if it`s ever gonna stop. Constantly worrying if my family is gonna get it. And also wondering how many more people are going to die and wondering what`s gonna happen to this country once it is all over, the economy, jobs, people, businesses and so forth. Sadness, A little bit of hope left but i dunno
Theres not really anymore I can say to be honest with you I mean what is their to say","When is this all gonna stop...Sigh","4","9","3","9","9","9","Yes"
"566","2020-04-06 10:37:05","2020-04-06 10:42:14","308","5","Anxiety","2","2","3","5","6","4","4","4","I am worried for my familys physical health incase they become ill and also their mental health, particularly my daughter who is 9.  I am angry and disgusted at people who do not follow the guidance in relation to staying at home and feel guilty if and when I leave the house, although I know I am sticking to the rules. 

The news of Boris Johnson being hospitalised is concerning me,  

I find myself very emotional and crying easily at things such as the Queens broadcast last night and silly programmes on the TV. ","Scary crazy times.  We can get through this is people would do as they told! ","7","4","9","2","1","1","Yes"
"567","2020-04-06 10:36:00","2020-04-06 10:42:20","379","9","Anxiety","8","6","8","7","9","4","1","4","Very anxious and fearful as I would love to have a good summer yet people are still meeting up with other households which are then infecting people. People aren't taking this seriously and so it is making me annoyed.  When people start to listen then I would be more happier because then it's less people getting infected. I hate being in the house and would love to see my family but unfortunately I can't as people are being silly about it all. My anxiety is very high and my depression is getting worse as I can't get out and going out was my safe place but now I can't as I might get infected.","Everyone should stay home. People aren't taking this seriously and doing whatever they want to do and its annoying me. I would do anything to see my family but I can't. I have to stay in, People are being silly and stupid. Just stay home. ","9","8","9","9","7","6","Yes"
"568","2020-04-06 10:33:49","2020-04-06 10:42:20","510","8","Anxiety","5","5","7","8","8","2","3","1","I feel anxious whenever I leave my home to get food supplies. I feel sad and upset at the amount of lives being lost both here in the UK and across the world. I feel anger towards the members of the population that continue to go out and do as they please whilst the rest of us are trying to keep to the rules. I feel annoyed at the government for not giving us stricter rules. South Korea have done what everyone should do. They never had a vicious peak like we are having. I just want us all safe and well, I want this all to be over.","Stay home. Respect the NHS an all they are doing. Try to embrace your life and your family as you never know who is going to die from this fatal virus next. Keep your loved ones close.","8","6","7","7","1","1","Yes"
"569","2020-04-06 10:32:54","2020-04-06 10:42:21","567","8","Anxiety","6","5","8","9","6","2","3","1","very anxious about it all and scared for my family and friends health and also the financial impact on me and the country. wanting to just get back to normality and get back to my work as a taxi driver and hopefully save my credit rating. I'm also angry at the way the governments have dealt with it all and the Chinese for not containing it. hoping that it will be dealt with by august and we can get on with our lives again and hopefully be able to look forward to Christmas this year and then a fresh start in 2021.","very anxious about the corona situation with regards to my health and my finances,","8","8","8","2","2","1","Yes"
"570","2020-04-06 10:31:05","2020-04-06 10:42:24","678","5","Anxiety","1","1","5","5","4","2","3","2","Worried, and anxious. But with a background that we're broadly ok. Our income may not be too badly affected, we have enough to eat, we are healthy so far. I think my government is handling it badly, I worry for friends and family in health care. I worry that other things are also getting worse as we focus on this. 
This is 'a few sentences' I swear you didn't mention the 500 character requirement before. 
Fine. More? We're lucky to have a garden, so staying in our own space is a lot easier than it could be. We also share an allotment with another 2 families so we have *another* space we're allowed to go to. We keep chickens on it, so we have to go twice daily. I go in the morning (husband goes in the evening), and I think this routine is keeping me feeling more grounded than I might otherwise be.  I haven't been to the shops in 3 weeks - been making bread, already had milk and veg delivered weekly, I wonder whether I will be anxious about going when I do finally need to. ","Corona thoughts: I'm in a live the day as it comes phase, ok but there's a little sad anxiety at the core. Haven't recently had to do anything challenging (like be near people or go in a shop), don't know how I feel about that. ","7","9","7","9","9","8","Yes"
"571","2020-04-06 10:25:18","2020-04-06 10:42:28","1030","8","Anxiety","6","6","7","8","6","4","3","4","Concerned and Anxious about the current crisis.
Worried and very nervous when travelling to and from shops.
Unhappy regarding the lockdown and having my freedom restricted.
Fearful about Finances and job security.
Trouble relaxing at night and difficulty with sleeping.
Not enought information being provided.
No leadership from the Goverment, prime minister ineffective and did not react quickly enought and made crisis worse.
Goverment cuts to NHS has created bigger crisis and put pressure on excisting medical staff.
 

","UK goverment total failure in dealing with covid, prime minister Johnstone has no ideal what he doing.","9","6","8","9","1","1","Yes"
"572","2020-04-06 10:36:20","2020-04-06 10:42:32","372","7","Anxiety","6","5","8","9","8","1","1","1","Uncertain, anxious and scared. Angry that this happened and worried for my own health as well as my family. 
Anxious to even go out for essentials as you do not know who has it and who does not. These people may not know they have it but are spreading this virus by not keeping to the government guidelines.
Angry that some people in my country are not sticking to guidelines and will make this lockdown last for longer.
Also agitated. Being stuck in every day and not having my usual routine. 
Uncertain on when this will end, if my job will be safe after it all, if the economy will recover from this.","Worried that our economy will never recover from this and I will not have a job at the end of it.","4","4","6","1","1","1","Yes"
"573","2020-04-06 10:38:03","2020-04-06 10:42:33","270","8","Anxiety","1","1","8","9","8","1","2","1","I am quite scared and anxious because the situation is uncertain and I don't know what will happen in the near future. I also feel a little guilty for relaxing in isolation when front line workers are under such stress. I am hopeful at the moment that the country will be able to band together and get through isolation relatively safely. Mostly I feel very anxious as the situation has escalated so quickly and I dont know when it will end, how it will end, or when I will get my job and my school back.","I'm anxious and uncertain about our future.","6","8","9","9","9","9","Yes"
